State,City,Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),CO (mg/m3),SO2 (ug/m3),O3 (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Xylene (ug/m3),AQI,AQI_Bucket,Wind_Speed (km/h),Humidity (%),Deforestation_Rate_%,Industry_Growth_%,CO2_Emission_MT,Population_Density_per_SqKm
NCR,Manila,2014-01-01,42.45071229516849,105.38889200422857,18.993939365247474,68.68083858220163,46.46763231214803,13.191203641041074,1.180797750852195,23.09449280389547,12.319120004628246,1.0799020578514564,2.6291286989561646,0.8448906208305745,118.0,Unhealthy for Sensitive Groups,14.82602847027242,64.32082439402377,1.1364366542249442,3.1161418229171067,5.636281260454305,24903.773824629905
NCR,Manila,2014-02-01,32.92603548243223,77.35266866792806,22.808571606045827,57.52016191578687,42.57422876657134,8.768487945817155,0.7934635533194468,19.536257767193916,44.6870649920839,0.8496598486085798,,0.42969509131489686,95.0,Moderate,0.0,73.36838534430173,0.7488415774985224,7.008928084729519,3.665681178018943,23421.558099174374
NCR,Manila,2014-03-01,44.715328071510385,99.910622831053,34.32503847615925,54.80741934986543,47.24020264779308,1.0,1.0009987395654583,26.546239143782348,26.985844612248517,1.3188750790522132,2.845003940036411,1.2749401869722783,124.0,Unhealthy for Sensitive Groups,14.401920887589823,72.28039580349046,1.0667521342869832,3.4041305590578315,6.031124351702435,24244.883313027032
NCR,Manila,2014-04-01,57.84544784612038,138.17987684474133,20.041346154008888,80.66712419291073,53.3754892838674,,1.4288350620532382,34.518626653127846,48.524207074614914,2.24275956554733,4.397213668290683,3.1976213221280343,152.0,Unhealthy,11.98319605056669,75.0010366131248,0.7915485630062256,2.1169820281600997,5.060898974281398,24857.496941035213
NCR,Manila,2014-05-01,31.48769937914996,70.39026093751225,22.100780110879292,56.562426360816744,41.691499429998906,6.0452158358396195,1.1207897496902002,17.809834841825243,51.075437685037514,1.298334804445081,2.014974504369286,1.1756710171642668,92.0,Moderate,15.405884837453899,90.04173826150026,2.110542388103017,5.989352717533384,4.954413684534021,26206.397375701665
NCR,Manila,2014-06-01,22.041561952033604,52.97473088538634,13.721625110875697,28.274537707086097,22.257966293519754,5.8236621910638515,0.9405690633347448,6.708659345761385,30.03249845269659,0.5632681644893514,1.0533638229238065,0.676498126113211,72.0,Moderate,8.560806704138784,85.36066398665349,2.4833635568924604,7.198947316733703,5.750580917376568,23510.80205211871
NCR,Manila,2014-07-01,41.081734562827606,63.863738429296795,17.064768036011195,61.448019454945495,41.61177737020705,11.276558455878172,1.3108994072633544,,46.12698067932818,1.0730259854328228,2.744165093068196,1.2578277368754227,115.0,Unhealthy for Sensitive Groups,13.303547680315004,54.62735468454244,2.2575523686868344,2.5433403124994847,6.415723437349114,22490.477590940784
NCR,Manila,2014-08-01,32.55806465610554,63.685730112935545,22.071391975435642,49.671405354860866,38.02368258505715,8.758863071795618,0.8472810684911568,19.150469772546803,68.05950624772726,1.5923227626325924,3.1189014432958713,2.2164150468950985,94.0,Moderate,15.777358471330784,63.9873163195782,1.5939753421134504,1.0237599052860245,5.242253103493835,23473.881570483973
NCR,Manila,2014-09-01,19.570518947683002,43.9729664433677,12.994003255501,21.983930715953623,18.53830500487095,9.905924460537598,0.6440508662761915,7.035749636245433,44.97765804268628,0.8690076263951605,1.7055894100496283,0.729043828299544,67.0,Moderate,14.314417377539383,75.55065546732192,0.5431551605844716,4.626955630156395,4.113174729141004,25365.04314658978
NCR,Manila,2014-10-01,30.196880457652625,62.90903412816278,11.20349275768604,49.6827347740319,32.26970059181051,7.5862816231998025,0.9028290293200526,17.131123671951176,35.228761241985296,0.5801362094484069,1.4870427016244718,0.4192185966836144,89.0,Moderate,19.265088561912272,78.96546943615972,1.5013428141706837,3.483987391062451,4.656019754959926,24634.30940700565
